department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4.0,22,0.0,1.0,0.0,0.0,0.675,2.0,0.41666666666666663,0,0,63,0
4.0,19,0.0,1.0,0.0,0.0,0.4,3.0,0.05555555555555555,0,0,62,0
3.0,13,0.0,1.0,0.0,0.0,0.17500000000000004,2.5,0.0,0,0,57,0
7.0,7,0.0,0.0,2.0,0.2222222222222222,0.5,3.0,0.11111111111111112,1,0,46,0
7.0,28,0.0,1.0,0.0,0.0,0.30000000000000004,5.0,0.11111111111111112,0,0,49,0
7.0,27,0.0,1.0,0.0,0.1111111111111111,0.5250000000000001,1.0,0.16666666666666663,0,0,49,0
3.0,22,1.0,1.0,0.0,0.0,0.125,2.5,0.0,0,0,61,0
4.0,2,0.0,0.0,2.0,0.0,0.275,2.0,0.11111111111111112,1,0,61,0
8.0,2,0.0,0.0,0.0,0.2222222222222222,0.25,4.0,0.11111111111111112,1,0,76,0
6.0,4,2.0,1.0,2.0,0.0,0.6000000000000001,4.0,0.38888888888888884,1,0,82,0
5.0,2,0.0,1.0,0.0,0.0,0.25,5.0,0.027777777777777776,1,0,72,1
0.0,23,2.0,1.0,0.0,0.0,0.5,1.0,0.16666666666666663,0,0,84,0
8.0,26,0.0,1.0,1.0,0.0,0.2250000000000001,5.0,0.027777777777777776,1,0,84,0
8.0,31,0.0,1.0,0.0,0.0,0.32500000000000007,1.0,0.11111111111111112,0,0,84,0
0.0,2,0.0,1.0,2.0,0.0,0.7250000000000001,3.0,0.5,0,0,83,0
8.0,22,0.0,1.0,0.0,0.0,0.5,1.0,0.08333333333333333,0,0,78,0
3.0,20,0.0,1.0,0.0,0.0,0.25,4.0,0.05555555555555555,1,0,63,0
1.0,16,0.0,0.0,0.0,0.0,0.275,5.0,0.1388888888888889,1,0,62,0
5.0,10,2.0,0.0,0.0,0.0,0.3500000000000001,4.0,0.05555555555555555,1,0,70,0
1.0,4,2.0,1.0,0.0,0.0,0.5,3.0,0.27777777777777773,0,0,61,0
5.0,31,0.0,0.0,2.0,0.1111111111111111,0.45000000000000007,3.0,0.27777777777777773,0,0,74,0
8.0,22,2.0,0.0,0.0,0.0,0.45000000000000007,3.0,0.11111111111111112,0,0,78,0
7.0,17,0.0,1.0,0.0,0.0,0.45000000000000007,3.0,0.11111111111111112,1,0,51,0
5.0,11,2.0,0.0,0.0,0.0,0.275,5.0,0.16666666666666663,1,0,68,0
7.0,27,0.0,0.0,2.0,0.1111111111111111,0.2250000000000001,1.0,0.05555555555555555,0,0,49,0
4.0,1,0.0,1.0,2.0,0.0,0.4,4.0,0.2222222222222222,1,0,56,0
7.0,2,0.0,0.0,2.0,0.2222222222222222,0.6500000000000001,1.0,0.4444444444444444,0,0,46,0
4.0,30,1.0,1.0,0.0,0.0,0.07500000000000007,2.5,0.0,1,0,59,1
8.0,27,0.0,1.0,0.0,0.3333333333333333,0.20000000000000007,3.0,0.11111111111111112,1,0,85,0
4.0,26,2.0,0.0,2.0,0.0,0.3500000000000001,3.0,0.08333333333333333,0,0,65,0
7.0,27,0.0,1.0,0.0,0.0,0.4,5.0,0.2222222222222222,1,0,52,0
7.0,24,0.0,1.0,2.0,0.0,0.25,1.0,0.05555555555555555,1,0,50,0
0.0,7,2.0,1.0,2.0,0.0,0.625,5.0,0.16666666666666663,0,0,84,0
7.0,2,0.0,0.0,0.0,0.0,0.6500000000000001,5.0,0.08333333333333333,0,0,46,0
7.0,11,0.0,1.0,0.0,0.0,0.32500000000000007,5.0,0.05555555555555555,1,0,49,0
7.0,13,0.0,1.0,0.0,0.0,0.42500000000000004,5.0,0.2222222222222222,0,0,51,0
7.0,2,0.0,1.0,0.0,0.1111111111111111,0.5,3.0,0.05555555555555555,1,0,51,0
7.0,11,0.0,1.0,0.0,0.0,0.20000000000000007,1.0,0.08333333333333333,0,0,51,0
1.0,2,0.0,1.0,0.0,0.0,0.17500000000000004,4.0,0.027777777777777776,1,0,61,0
2.0,7,0.0,1.0,0.0,0.0,0.4,5.0,0.19444444444444442,1,0,51,0
5.0,23,2.0,0.0,0.0,0.0,0.3500000000000001,4.0,0.08333333333333333,0,0,67,0
3.0,7,0.0,1.0,0.0,0.0,0.32500000000000007,5.0,0.08333333333333333,0,0,62,0
6.0,27,2.0,1.0,0.0,0.1111111111111111,0.25,3.0,0.16666666666666663,0,0,89,0
7.0,2,2.0,0.0,0.0,0.0,0.625,2.0,0.027777777777777776,0,0,49,0
7.0,13,0.0,1.0,0.0,0.0,0.7000000000000002,3.0,0.1388888888888889,0,0,50,0
4.0,20,0.0,0.0,0.0,0.0,0.25,3.0,0.2222222222222222,1,0,61,0
4.0,2,2.0,0.0,0.0,0.0,0.6500000000000001,5.0,0.4444444444444444,1,0,58,0
6.0,2,2.0,1.0,0.0,0.2222222222222222,0.4,3.0,0.08333333333333333,0,0,84,0
7.0,7,2.0,1.0,2.0,0.1111111111111111,0.575,1.0,0.25,0,0,53,0
1.0,2,0.0,1.0,0.0,0.1111111111111111,0.275,3.0,0.11111111111111112,1,0,60,0
4.0,22,0.0,0.0,0.0,0.0,0.32500000000000007,3.0,0.11111111111111112,1,1,58,1
6.0,2,0.0,0.0,0.0,0.0,0.4,5.0,0.19444444444444442,0,0,82,0
5.0,16,0.0,0.0,2.0,0.1111111111111111,0.25,3.0,0.1388888888888889,1,0,67,0
7.0,1,2.0,1.0,0.0,0.1111111111111111,0.32500000000000007,3.0,0.05555555555555555,0,0,49,0
7.0,28,2.0,1.0,2.0,0.0,0.32500000000000007,3.0,0.16666666666666663,0,0,53,0
5.0,16,2.0,0.0,2.0,0.0,0.4750000000000001,3.0,0.08333333333333333,0,0,72,0
6.0,22,0.0,1.0,2.0,0.1111111111111111,0.3500000000000001,5.0,0.16666666666666663,1,0,85,0
4.0,2,0.0,0.0,0.0,0.0,0.2250000000000001,2.5,0.0,0,0,61,0
5.0,2,1.0,0.0,0.0,0.1111111111111111,0.10000000000000009,3.0,0.027777777777777776,1,0,71,1
4.0,4,0.0,1.0,0.0,0.0,0.5,5.0,0.27777777777777773,0,1,67,1
0.0,22,2.0,0.0,0.0,0.0,0.42500000000000004,3.0,0.11111111111111112,0,0,84,0
8.0,7,2.0,0.0,0.0,0.1111111111111111,0.42500000000000004,4.0,0.05555555555555555,1,0,83,0
0.0,22,2.0,1.0,0.0,0.0,0.32500000000000007,4.0,0.1388888888888889,1,0,85,0
4.0,2,0.0,1.0,0.0,0.0,0.25,4.0,0.027777777777777776,1,0,62,0
8.0,2,0.0,0.0,0.0,0.0,0.25,5.0,0.08333333333333333,0,0,91,1
5.0,32,0.0,1.0,2.0,0.0,0.17500000000000004,3.0,0.08333333333333333,0,0,68,0
5.0,1,0.0,0.0,0.0,0.0,0.17500000000000004,3.0,0.11111111111111112,0,0,66,0
5.0,8,2.0,1.0,2.0,0.0,0.25,2.5,0.0,0,0,67,0
0.0,20,0.0,1.0,2.0,0.0,0.32500000000000007,4.0,0.16666666666666663,0,0,85,0
4.0,7,0.0,0.0,0.0,0.0,0.20000000000000007,5.0,0.05555555555555555,1,0,61,0
8.0,15,2.0,1.0,0.0,0.2222222222222222,0.30000000000000004,3.0,0.027777777777777776,0,0,75,0
4.0,27,2.0,1.0,0.0,0.0,0.3500000000000001,2.0,0.16666666666666663,0,0,57,0
7.0,4,2.0,0.0,0.0,0.0,0.45000000000000007,3.0,0.05555555555555555,1,0,51,0
4.0,7,0.0,0.0,2.0,0.0,0.25,2.0,0.11111111111111112,0,0,61,0
2.0,26,0.0,1.0,2.0,0.0,0.2250000000000001,5.0,0.08333333333333333,0,0,49,0
4.0,15,0.0,0.0,0.0,0.0,0.7000000000000002,5.0,0.3055555555555555,1,0,61,0
4.0,4,2.0,0.0,0.0,0.0,0.45000000000000007,4.0,0.25,1,0,59,0
4.0,26,2.0,0.0,0.0,0.0,0.625,5.0,0.25,0,0,59,0
7.0,11,0.0,1.0,2.0,0.0,0.4,4.0,0.16666666666666663,0,0,52,0
4.0,13,0.0,1.0,2.0,0.0,0.20000000000000007,2.5,0.0,1,0,64,0
5.0,13,2.0,1.0,0.0,0.0,0.4,1.0,0.11111111111111112,0,0,73,0
0.0,31,0.0,1.0,2.0,0.1111111111111111,0.275,3.0,0.11111111111111112,0,0,79,0
6.0,22,2.0,1.0,0.0,0.0,0.30000000000000004,5.0,0.08333333333333333,1,0,86,1
7.0,7,0.0,1.0,0.0,0.1111111111111111,0.30000000000000004,1.0,0.11111111111111112,0,0,48,0
4.0,27,2.0,1.0,0.0,0.0,0.375,3.0,0.05555555555555555,0,0,57,0
0.0,7,0.0,1.0,2.0,0.0,0.42500000000000004,5.0,0.16666666666666663,0,0,83,0
8.0,7,0.0,0.0,0.0,0.0,0.375,3.0,0.027777777777777776,0,0,81,0
5.0,27,2.0,0.0,2.0,0.0,0.30000000000000004,3.0,0.16666666666666663,1,1,90,1
8.0,27,0.0,1.0,2.0,0.0,0.4,3.0,0.19444444444444442,0,0,80,0
7.0,7,2.0,0.0,2.0,0.2222222222222222,0.30000000000000004,1.0,0.08333333333333333,0,0,54,0
4.0,2,2.0,1.0,2.0,0.0,0.9750000000000001,1.0,0.16666666666666663,0,0,60,0
5.0,10,0.0,0.0,0.0,0.0,0.25,5.0,0.11111111111111112,0,1,85,1
7.0,11,0.0,1.0,2.0,0.0,0.15000000000000002,2.0,0.08333333333333333,1,0,47,0
4.0,2,0.0,1.0,0.0,0.0,0.275,3.0,0.08333333333333333,0,0,56,0
4.0,27,0.0,1.0,0.0,0.0,0.17500000000000004,5.0,0.08333333333333333,1,0,58,0
0.0,4,0.0,0.0,2.0,0.0,0.2250000000000001,1.0,0.05555555555555555,1,0,87,1
7.0,31,0.0,1.0,0.0,0.0,0.275,2.0,0.16666666666666663,0,0,53,0
1.0,26,0.0,1.0,0.0,0.0,0.30000000000000004,3.0,0.1388888888888889,0,0,56,0
5.0,11,0.0,0.0,0.0,0.0,0.15000000000000002,1.0,0.027777777777777776,0,0,69,0
4.0,22,0.0,1.0,1.0,0.0,0.42500000000000004,3.0,0.08333333333333333,1,0,56,0
4.0,22,0.0,1.0,0.0,0.0,0.9500000000000002,3.0,0.41666666666666663,0,0,57,0
2.0,7,0.0,0.0,2.0,0.0,0.275,3.0,0.11111111111111112,1,0,50,0
4.0,22,0.0,0.0,2.0,0.0,0.15000000000000002,5.0,0.08333333333333333,1,0,61,0
4.0,23,2.0,0.0,0.0,0.0,0.375,5.0,0.08333333333333333,1,0,58,0
4.0,30,1.0,1.0,2.0,0.0,0.07500000000000007,2.5,0.0,1,0,57,0
5.0,14,2.0,1.0,0.0,0.0,0.32500000000000007,5.0,0.05555555555555555,1,0,71,0
2.0,25,0.0,0.0,0.0,0.0,0.20000000000000007,1.0,0.05555555555555555,0,0,51,0
0.0,28,0.0,1.0,2.0,0.0,0.4750000000000001,5.0,0.05555555555555555,1,0,81,0
7.0,4,2.0,1.0,2.0,0.0,0.55,5.0,0.36111111111111105,0,0,53,0
7.0,2,0.0,1.0,0.0,0.0,0.15000000000000002,5.0,0.08333333333333333,0,0,50,0
7.0,11,0.0,1.0,0.0,0.0,0.375,1.0,0.08333333333333333,0,0,48,0
4.0,7,0.0,0.0,2.0,0.1111111111111111,0.32500000000000007,4.0,0.027777777777777776,1,0,61,0
7.0,7,0.0,1.0,0.0,0.2222222222222222,0.20000000000000007,2.0,0.05555555555555555,0,0,47,0
8.0,13,0.0,1.0,2.0,0.0,0.30000000000000004,3.0,0.08333333333333333,0,0,84,0
7.0,22,0.0,1.0,0.0,0.1111111111111111,0.55,1.0,0.16666666666666663,0,0,43,0
4.0,13,0.0,1.0,0.0,0.0,0.20000000000000007,3.0,0.027777777777777776,1,0,57,1
8.0,26,2.0,1.0,0.0,0.0,0.30000000000000004,5.0,0.08333333333333333,1,0,81,0
8.0,4,0.0,0.0,0.0,0.0,0.2250000000000001,3.0,0.027777777777777776,0,0,80,0
7.0,2,0.0,1.0,1.0,0.0,0.3500000000000001,4.0,0.027777777777777776,1,0,54,0
4.0,22,0.0,0.0,2.0,0.0,0.5,5.0,0.16666666666666663,1,0,65,1
4.0,4,0.0,0.0,0.0,0.0,0.4,5.0,0.16666666666666663,0,0,57,0
5.0,2,0.0,0.0,0.0,0.0,0.5250000000000001,3.0,0.36111111111111105,0,0,72,0
7.0,15,0.0,0.0,2.0,0.0,0.375,3.0,0.19444444444444442,0,0,46,0
4.0,21,0.0,1.0,0.0,0.0,0.4,5.0,0.19444444444444442,1,0,57,0
4.0,2,2.0,0.0,0.0,0.0,0.6500000000000001,3.0,0.16666666666666663,0,0,57,0
0.0,11,0.0,1.0,2.0,0.0,0.15000000000000002,5.0,0.027777777777777776,1,0,78,0
1.0,2,0.0,0.0,0.0,0.2222222222222222,0.275,3.0,0.11111111111111112,0,0,61,0
7.0,12,0.0,1.0,0.0,0.0,0.4750000000000001,2.0,0.08333333333333333,0,0,49,0
7.0,2,2.0,1.0,2.0,0.1111111111111111,0.5250000000000001,4.0,0.05555555555555555,0,0,53,0
7.0,28,2.0,0.0,2.0,0.0,0.32500000000000007,5.0,0.1388888888888889,1,0,50,0
2.0,4,2.0,0.0,0.0,0.0,0.275,5.0,0.05555555555555555,1,0,51,0
2.0,22,2.0,1.0,0.0,0.0,0.4,1.0,0.16666666666666663,0,0,50,0
4.0,2,0.0,0.0,0.0,0.0,0.575,4.0,0.08333333333333333,1,0,64,0
4.0,4,2.0,1.0,0.0,0.0,0.6000000000000001,5.0,0.2222222222222222,1,0,59,0
7.0,2,0.0,1.0,1.0,0.0,0.20000000000000007,5.0,0.027777777777777776,1,0,52,0
7.0,24,0.0,1.0,0.0,0.0,0.17500000000000004,1.0,0.08333333333333333,0,0,52,0
7.0,33,0.0,0.0,0.0,0.1111111111111111,0.275,3.0,0.1388888888888889,0,0,53,0
0.0,22,0.0,0.0,2.0,0.0,0.25,4.0,0.027777777777777776,1,0,86,0
7.0,7,2.0,1.0,2.0,0.1111111111111111,0.275,4.0,0.08333333333333333,0,0,47,0
5.0,15,2.0,0.0,0.0,0.0,0.30000000000000004,5.0,0.05555555555555555,1,0,71,0
4.0,2,0.0,1.0,2.0,0.0,0.7250000000000001,3.0,0.1388888888888889,1,0,60,0
1.0,2,1.0,0.0,0.0,0.0,0.07500000000000007,2.5,0.0,0,0,60,0
4.0,23,0.0,0.0,0.0,0.0,0.45000000000000007,3.0,0.05555555555555555,1,1,63,0
5.0,2,0.0,1.0,2.0,0.5555555555555556,0.45000000000000007,3.0,0.16666666666666663,0,0,68,0
4.0,2,0.0,0.0,2.0,0.0,0.625,3.0,0.27777777777777773,1,0,63,0
7.0,24,0.0,1.0,0.0,0.0,0.4,2.0,0.05555555555555555,0,0,51,0
8.0,7,2.0,1.0,0.0,0.0,0.575,4.0,0.16666666666666663,0,0,79,0
4.0,22,0.0,1.0,2.0,0.0,0.45000000000000007,3.0,0.2222222222222222,0,0,57,0
3.0,31,0.0,1.0,0.0,0.0,0.25,1.0,0.11111111111111112,0,0,60,0
6.0,15,0.0,1.0,0.0,0.1111111111111111,0.375,2.5,0.0,0,0,87,0
0.0,25,2.0,1.0,0.0,0.1111111111111111,0.4,5.0,0.16666666666666663,1,0,85,0
0.0,22,0.0,1.0,0.0,0.0,0.20000000000000007,4.0,0.08333333333333333,1,0,87,0
7.0,2,0.0,0.0,0.0,0.0,0.125,5.0,0.027777777777777776,1,0,48,0
0.0,22,0.0,1.0,0.0,0.0,0.20000000000000007,1.0,0.1388888888888889,1,0,81,0
3.0,22,0.0,1.0,2.0,0.0,0.42500000000000004,4.0,0.1388888888888889,0,0,55,0
7.0,25,0.0,1.0,2.0,0.0,0.2250000000000001,5.0,0.16666666666666663,0,0,49,0
4.0,15,0.0,1.0,2.0,0.0,0.4750000000000001,5.0,0.08333333333333333,1,0,59,0
8.0,22,0.0,1.0,2.0,0.0,0.2250000000000001,4.0,0.027777777777777776,1,0,91,1
1.0,26,0.0,1.0,2.0,0.0,0.32500000000000007,4.0,0.05555555555555555,1,0,59,0
0.0,26,0.0,1.0,0.0,0.0,0.17500000000000004,2.5,0.0,1,1,86,0
5.0,5,0.0,0.0,0.0,0.0,0.20000000000000007,5.0,0.11111111111111112,0,0,68,0
8.0,7,1.0,1.0,2.0,0.0,0.125,2.5,0.0,0,0,79,0
3.0,7,0.0,1.0,0.0,0.0,0.375,3.0,0.11111111111111112,0,0,61,0
8.0,23,2.0,0.0,0.0,0.0,0.5,4.0,0.2222222222222222,0,0,75,0
8.0,7,2.0,1.0,0.0,0.0,0.375,4.0,0.1388888888888889,1,0,79,0
0.0,22,0.0,1.0,0.0,0.1111111111111111,0.20000000000000007,2.5,0.0,1,0,85,0
4.0,4,0.0,0.0,0.0,0.0,0.42500000000000004,2.0,0.2222222222222222,1,0,59,1
7.0,7,0.0,1.0,2.0,0.1111111111111111,0.125,2.5,0.0,0,0,51,0
4.0,23,2.0,0.0,0.0,0.0,0.32500000000000007,3.0,0.05555555555555555,0,0,58,0
8.0,2,2.0,0.0,0.0,0.0,0.875,3.0,0.41666666666666663,0,0,81,0
8.0,13,0.0,0.0,2.0,0.0,0.17500000000000004,1.0,0.05555555555555555,0,0,82,0
0.0,2,0.0,1.0,2.0,0.0,0.75,3.0,0.1388888888888889,0,0,82,0
1.0,32,0.0,1.0,0.0,0.0,0.42500000000000004,3.0,0.19444444444444442,0,0,59,0
8.0,26,0.0,1.0,0.0,0.0,0.5250000000000001,1.0,0.11111111111111112,0,0,75,0
7.0,30,0.0,1.0,0.0,0.0,0.575,5.0,0.05555555555555555,1,0,52,0
4.0,4,0.0,0.0,2.0,0.0,0.275,3.0,0.16666666666666663,0,0,57,0
0.0,7,2.0,1.0,0.0,0.0,0.55,3.0,0.36111111111111105,0,0,86,0
5.0,4,0.0,0.0,0.0,0.0,0.2250000000000001,3.0,0.05555555555555555,1,0,70,0
5.0,2,0.0,0.0,1.0,0.0,0.30000000000000004,3.0,0.05555555555555555,0,0,83,1
3.0,2,0.0,1.0,0.0,0.0,0.42500000000000004,1.0,0.027777777777777776,0,0,59,0
8.0,23,0.0,1.0,0.0,0.0,0.30000000000000004,4.0,0.08333333333333333,1,0,80,0
4.0,15,0.0,1.0,0.0,0.0,0.375,5.0,0.1388888888888889,1,0,58,0
5.0,2,2.0,0.0,0.0,0.0,0.30000000000000004,3.0,0.1388888888888889,0,0,84,1
7.0,23,0.0,0.0,0.0,0.0,0.275,4.0,0.08333333333333333,0,0,50,0
5.0,22,0.0,1.0,2.0,0.1111111111111111,0.17500000000000004,2.5,0.0,1,0,70,0
7.0,11,0.0,1.0,2.0,0.0,0.15000000000000002,2.5,0.0,1,0,49,0
0.0,22,0.0,1.0,2.0,0.0,0.2250000000000001,5.0,0.1388888888888889,0,0,90,0
4.0,2,2.0,0.0,2.0,0.0,0.4750000000000001,1.0,0.16666666666666663,0,0,63,0
5.0,15,0.0,1.0,2.0,0.1111111111111111,0.3500000000000001,3.0,0.16666666666666663,0,0,69,0
4.0,2,0.0,0.0,2.0,0.0,0.7250000000000001,5.0,0.2222222222222222,1,0,60,0
3.0,13,0.0,1.0,0.0,0.0,0.275,3.0,0.05555555555555555,0,0,57,0
4.0,31,0.0,1.0,2.0,0.0,0.25,5.0,0.08333333333333333,1,0,61,0
1.0,27,0.0,1.0,2.0,0.1111111111111111,0.4,4.0,0.027777777777777776,1,0,58,0
7.0,22,0.0,0.0,2.0,0.0,0.375,5.0,0.11111111111111112,0,0,50,0
4.0,27,2.0,0.0,0.0,0.0,0.6500000000000001,5.0,0.1388888888888889,0,0,62,0
4.0,15,2.0,1.0,2.0,0.0,0.75,5.0,0.1388888888888889,1,0,54,0
4.0,19,0.0,0.0,2.0,0.0,0.42500000000000004,4.0,0.05555555555555555,0,0,64,0
5.0,13,0.0,1.0,0.0,0.0,0.75,3.0,0.5555555555555555,0,0,71,0
7.0,2,0.0,1.0,0.0,0.0,0.8250000000000002,5.0,0.05555555555555555,1,0,50,0
7.0,22,2.0,0.0,0.0,0.0,0.32500000000000007,3.0,0.05555555555555555,0,0,48,0
4.0,22,0.0,1.0,1.0,0.0,0.625,5.0,0.4722222222222222,0,0,59,0
7.0,27,0.0,1.0,0.0,0.0,0.32500000000000007,2.0,0.2222222222222222,1,0,43,0
4.0,28,2.0,1.0,2.0,0.0,0.30000000000000004,4.0,0.1388888888888889,0,0,61,0
7.0,22,0.0,1.0,0.0,0.0,0.2250000000000001,4.0,0.027777777777777776,0,0,49,0
0.0,2,2.0,1.0,0.0,0.0,0.625,3.0,0.1388888888888889,0,0,84,0
4.0,10,2.0,0.0,2.0,0.1111111111111111,0.30000000000000004,3.0,0.08333333333333333,1,0,55,0
7.0,22,0.0,1.0,0.0,0.0,0.15000000000000002,5.0,0.05555555555555555,0,0,47,0
5.0,2,0.0,0.0,0.0,0.0,0.3500000000000001,4.0,0.2222222222222222,1,0,71,0
7.0,22,0.0,0.0,2.0,0.1111111111111111,0.20000000000000007,5.0,0.11111111111111112,1,0,91,1
5.0,22,0.0,1.0,2.0,0.1111111111111111,0.375,3.0,0.2222222222222222,0,0,71,0
5.0,2,1.0,1.0,0.0,0.0,0.125,5.0,0.027777777777777776,0,0,69,0
5.0,28,0.0,0.0,0.0,0.0,0.2250000000000001,3.0,0.027777777777777776,0,0,68,0
8.0,2,0.0,1.0,2.0,0.0,0.375,3.0,0.05555555555555555,0,0,80,0
8.0,7,1.0,1.0,2.0,0.0,0.10000000000000009,4.0,0.027777777777777776,1,0,85,0
4.0,2,0.0,0.0,0.0,0.0,0.7000000000000002,5.0,0.5277777777777778,1,0,58,0
0.0,2,0.0,1.0,2.0,0.0,0.42500000000000004,1.0,0.25,0,0,79,0
2.0,2,2.0,0.0,0.0,0.0,0.575,3.0,0.36111111111111105,0,0,51,0
7.0,23,0.0,1.0,2.0,0.0,0.125,5.0,0.027777777777777776,1,0,51,0
8.0,2,2.0,0.0,0.0,0.1111111111111111,0.7250000000000001,3.0,0.4722222222222222,0,0,77,0
7.0,16,0.0,1.0,0.0,0.0,0.4750000000000001,4.0,0.25,1,0,48,0
0.0,27,0.0,1.0,0.0,0.2222222222222222,0.45000000000000007,3.0,0.05555555555555555,1,0,84,1
7.0,23,0.0,1.0,0.0,0.0,0.375,3.0,0.027777777777777776,1,0,45,0
8.0,2,0.0,0.0,2.0,0.2222222222222222,0.25,5.0,0.027777777777777776,1,0,85,0
4.0,30,0.0,1.0,2.0,0.0,0.25,4.0,0.05555555555555555,0,0,61,0
7.0,2,0.0,1.0,2.0,0.1111111111111111,0.575,5.0,0.36111111111111105,1,0,47,0
8.0,2,2.0,1.0,1.0,0.1111111111111111,0.3500000000000001,5.0,0.05555555555555555,1,0,79,0
4.0,17,0.0,0.0,2.0,0.0,0.3500000000000001,4.0,0.027777777777777776,0,0,70,1
7.0,22,0.0,1.0,2.0,0.0,0.25,1.0,0.1388888888888889,0,0,52,0
7.0,22,2.0,0.0,0.0,0.0,0.4,4.0,0.19444444444444442,0,0,55,0
4.0,2,0.0,1.0,0.0,0.0,0.8,4.0,0.16666666666666663,1,0,61,0
4.0,13,0.0,1.0,2.0,0.0,0.5,5.0,0.05555555555555555,1,0,55,0
7.0,22,0.0,1.0,2.0,0.0,0.2250000000000001,5.0,0.1388888888888889,0,0,50,0
5.0,22,0.0,0.0,0.0,0.1111111111111111,0.375,3.0,0.08333333333333333,0,0,67,0
8.0,2,2.0,0.0,0.0,0.0,0.5,1.0,0.27777777777777773,0,0,82,0
8.0,14,0.0,0.0,0.0,0.0,0.375,3.0,0.25,0,0,86,0
7.0,11,0.0,1.0,2.0,0.0,0.4,4.0,0.19444444444444442,1,0,52,0
8.0,13,0.0,0.0,2.0,0.0,0.275,4.0,0.11111111111111112,0,0,81,0
5.0,2,2.0,1.0,2.0,0.0,0.9000000000000001,3.0,0.027777777777777776,0,0,67,0
7.0,9,0.0,1.0,0.0,0.2222222222222222,0.25,3.0,0.11111111111111112,0,0,50,0
7.0,22,2.0,1.0,0.0,0.0,0.9500000000000002,1.0,0.38888888888888884,0,0,48,0
8.0,17,0.0,1.0,0.0,0.0,0.25,2.5,0.0,1,0,80,0
1.0,22,0.0,1.0,0.0,0.0,0.17500000000000004,3.0,0.11111111111111112,0,0,60,0
7.0,2,0.0,0.0,0.0,0.1111111111111111,0.275,2.0,0.027777777777777776,0,0,54,0
8.0,34,0.0,1.0,2.0,0.0,0.17500000000000004,5.0,0.05555555555555555,1,0,78,0
7.0,2,0.0,0.0,2.0,0.1111111111111111,0.7000000000000002,1.0,0.16666666666666663,0,0,52,0
5.0,30,0.0,0.0,0.0,0.1111111111111111,0.4,3.0,0.16666666666666663,0,0,74,0
5.0,22,2.0,1.0,2.0,0.0,0.275,4.0,0.1388888888888889,0,0,72,0
0.0,9,0.0,1.0,0.0,0.0,0.17500000000000004,3.0,0.0,1,0,87,0
5.0,33,0.0,1.0,0.0,0.1111111111111111,0.15000000000000002,3.0,0.027777777777777776,0,0,65,0
4.0,2,0.0,0.0,2.0,0.0,0.925,4.0,0.36111111111111105,1,0,59,0
4.0,14,0.0,1.0,2.0,0.0,0.375,3.0,0.05555555555555555,0,0,55,0
7.0,7,0.0,0.0,2.0,0.0,0.2250000000000001,3.0,0.16666666666666663,0,0,48,0
8.0,2,0.0,1.0,1.0,0.0,0.45000000000000007,5.0,0.19444444444444442,1,0,77,0
2.0,16,0.0,1.0,0.0,0.1111111111111111,0.2250000000000001,2.5,0.0,0,0,47,0
7.0,31,0.0,1.0,2.0,0.0,0.3500000000000001,3.0,0.08333333333333333,1,0,48,0
0.0,13,0.0,1.0,0.0,0.1111111111111111,0.2250000000000001,4.0,0.05555555555555555,0,0,84,0
8.0,2,0.0,1.0,1.0,0.0,0.4750000000000001,3.0,0.1388888888888889,0,0,78,0
6.0,25,2.0,1.0,0.0,0.1111111111111111,0.25,5.0,0.11111111111111112,1,0,84,0
1.0,2,2.0,0.0,0.0,0.0,0.7750000000000001,5.0,0.38888888888888884,0,0,78,1
7.0,4,0.0,1.0,2.0,0.0,0.42500000000000004,3.0,0.2222222222222222,0,0,50,0
7.0,31,0.0,1.0,2.0,0.0,0.45000000000000007,4.0,0.05555555555555555,0,0,53,0
7.0,25,0.0,1.0,0.0,0.0,0.20000000000000007,2.0,0.08333333333333333,0,0,50,0
5.0,2,2.0,0.0,2.0,0.0,0.5250000000000001,1.0,0.16666666666666663,0,0,70,0
4.0,14,2.0,1.0,0.0,0.0,0.6000000000000001,4.0,0.16666666666666663,1,0,63,0
7.0,21,0.0,0.0,0.0,0.0,0.25,1.0,0.1388888888888889,0,0,48,0
4.0,11,0.0,1.0,0.0,0.0,0.17500000000000004,2.5,0.0,1,0,59,1
7.0,17,0.0,1.0,2.0,0.0,0.25,4.0,0.027777777777777776,1,0,48,0
4.0,13,2.0,1.0,0.0,0.0,0.32500000000000007,4.0,0.08333333333333333,1,0,58,0
0.0,11,0.0,1.0,0.0,0.0,0.2250000000000001,4.0,0.027777777777777776,1,0,81,0
8.0,31,2.0,1.0,0.0,0.0,0.5250000000000001,3.0,0.11111111111111112,0,0,79,0
7.0,2,0.0,1.0,2.0,0.0,0.9000000000000001,1.0,0.5555555555555555,0,0,47,0
4.0,2,0.0,1.0,2.0,0.0,0.875,3.0,0.4444444444444444,0,0,59,0
1.0,28,2.0,1.0,2.0,0.1111111111111111,0.275,5.0,0.08333333333333333,1,0,60,0
5.0,15,0.0,1.0,0.0,0.0,0.25,2.5,0.0,0,0,74,0
7.0,2,2.0,1.0,2.0,0.1111111111111111,0.4,3.0,0.08333333333333333,1,0,48,0
1.0,26,0.0,1.0,0.0,0.0,0.32500000000000007,3.0,0.027777777777777776,0,0,61,0
